ID,long,lat,LOCALIDAD,MUNICIPIO,ntl
2318,-87.9216832706747,20.822056105372553,santa cruz,chemax,3.9450526237487793
2319,-87.82719022013038,20.73859970378141,hoteoch,chemax,1.583436369895935
2320,-87.9331546576562,20.646804575204374,guadalupe,chemax,4.104286193847656
2321,-88.21526645093874,20.458973241259073,celtun,chichimila,0.21733684837818146
2322,-88.08851022650269,20.385167104767135,dzitox,chichimila,2.6535043716430664
2323,-88.21820134787208,20.357299764059142,san pedro,chichimila,0.17246069014072418
2324,-88.14421215065308,20.349141396329784,chan x-cail,chichimila,0.148321270942688
2325,-88.20339227373752,20.448265748595706,x-chay,chichimila,0.15543010830879211
2326,-88.2658493094682,20.45026726396417,nuevo x-habin,chichimila,0.27780112624168396
2327,-88.20360297255763,20.458973918602222,cruz-chen,chichimila,0.29294225573539734
2328,-88.14608346439567,20.448121510408743,chan pich,chichimila,0.17166897654533386
2329,-88.21701236325694,20.352750237304765,villahermosa,chichimila,1.055871844291687
2330,-88.08542834225784,20.384424937438613,chibilub,chichimila,2.6535043716430664
2331,-88.21195241764511,20.354161099945244,san salvador,chichimila,0.6183156967163086
2332,-88.195724051473,20.44037976830616,celtun,chichimila,0.20691345632076263
2333,-88.09360237687467,20.38201122620644,dzitox,chichimila,1.3091338872909546
2334,-88.21499589699756,20.350681472288258,san pedro,chichimila,1.0709757804870605
2335,-88.14623700818899,20.356643231850086,chan x-cail,chichimila,0.4017521142959595
2336,-88.2634891432757,20.451838559984775,nuevo x-habin,chichimila,0.16149798035621643
2337,-88.14857273148775,20.445182702962157,cruz-chen,chichimila,1.104391098022461
2338,-88.1486286251875,20.447289188896114,chan pich,chichimila,1.104391098022461
2339,-88.1407391254639,20.35961468066827,villahermosa,chichimila,0.9949577450752258
2340,-88.08324896662127,20.382987631456505,chibilub,chichimila,1.9630520343780518
2341,-88.17046997033268,20.598775170374306,san salvador,chichimila,1.8751461505889893
2342,-88.20883452736615,20.45464155950844,celtun,chichimila,0.35277286171913147
2343,-88.2205785790131,20.349812322122443,san pedro,chichimila,0.5962214469909668
2344,-88.13983850787085,20.35794754234046,chan x-cail,chichimila,0.9949577450752258
2345,-88.14796631624063,20.44536258902533,chan pich,chichimila,1.104391098022461
2346,-88.1419488679612,20.359818212409163,villahermosa,chichimila,0.9949577450752258
2347,-88.2022890242135,20.625352202144015,san salvador,chichimila,0.5424510836601257
2348,-88.48946026255656,20.33073598172932,chikindzonot,chikindzonot,4.60198450088501
2349,-88.47553856521476,20.38696752281988,chan-chichimila,chikindzonot,1.386812686920166
2350,-88.5986512949661,20.164068066417727,ichmul,chikindzonot,0.4130857288837433
2351,-88.57656785671313,20.252956576925367,chucteil,chikindzonot,0
2352,-88.48925247140217,20.334782253695156,chikindzonot,chikindzonot,6.750970363616943
2353,-88.4817987218644,20.34902520723494,chan-chichimila,chikindzonot,0.2898480296134949
2354,-88.60325697654369,20.16354760754398,ichmul,chikindzonot,1.6937459707260132
